hit num,title,year,authors,key,ee,venue_category
1601,Resilience by Reconfiguration: Exploiting Heterogeneity in Robot Teams.,2019,Ragesh K. Ramachandran & James A. Preiss & Gaurav S. Sukhatme,conf/iros/RamachandranPS19,https://doi.org/10.1109/IROS40897.2019.8968611,Robotics
1606,Design and testing of FERVOR: FlexiblE and reconfigurable voxel-based robot.,2017,Nick Cramer & Maryam Tebyani & Katelyn Stone & Daniel Cellucci & Kenneth C. Cheung & Sean Shan-Min Swei & Mircea Teodorescu,conf/iros/CramerTSCCST17,https://doi.org/10.1109/IROS.2017.8206100,Robotics
1637,Distributed Reconfigurable Formation Generator for Mini Aerial Vehicles.,2018,Lara Brifion-Arranz & Matthieu Muschinowski & Jonathan Dumon & Nicolas Marchand,conf/iros/Brifion-ArranzM18,https://doi.org/10.1109/IROS.2018.8593511,Robotics
1643,Learning-based Nonlinear Model Predictive Control of Reconfigurable Autonomous Robotic Boats: Roboats.,2019,Erkan Kayacan & Shinkyu Park & Carlo Ratti & Daniela Rus,conf/iros/KayacanPRR19a,https://doi.org/10.1109/IROS40897.2019.8967525,Robotics
1658,Reconfiguration Motion Planning for Variable Topology Truss.,2019,Chao Liu 0021 & Mark Yim,conf/iros/0021Y19,https://doi.org/10.1109/IROS40897.2019.8967640,Robotics
1666,Towards Full Actuation: Reconfigurable Micro Underwater Robots.,2023,Nathalie Bauschmann & Daniel-André Duecker & Thies L. Alff & Rene C. Hochdahl & Robert Seifried,conf/iros/BauschmannDAHS23,https://doi.org/10.1109/IROS55552.2023.10341621,Robotics
1682,Reconfigurable Robot Control Using Flexible Coupling Mechanisms.,2023,Sha Yi & Katia P. Sycara & Fatma Zeynep Temel,conf/rss/YiST23,https://doi.org/10.15607/RSS.2023.XIX.095,Robotics
1684,The RUTH Gripper: Systematic Object-Invariant Prehensile In-Hand Manipulation via Reconfigurable Underactuation.,2020,Qiujie Lu & Nicholas Baron & Angus B. Clark & Nicolas Rojas 0002,conf/rss/LuBCR20,https://doi.org/10.15607/RSS.2020.XVI.093,Robotics
1759,Cooperative Continuum Robots: Enhancing Individual Continuum Arms by Reconfiguring Into a Parallel Manipulator.,2022,Matteo Russo & Natthapol Sriratanasak & Weiming Ba & Xin Dong 0011 & Abdelkhalick Mohammad & Dragos Axinte,journals/ral/RussoSBDMA22,https://doi.org/10.1109/LRA.2021.3139371,Robotics
1781,Multi-Mode Motion Control of Reconfigurable Vortex-Shaped Microrobot Swarms for Targeted Tumor Therapy.,2022,Luyao Wang & Li Song & Hongyan Sun & Yiming Ji & Yuguo Dai & Lin Feng 0002,journals/ral/WangSSJDF22,https://doi.org/10.1109/LRA.2022.3146522,Robotics
1789,Simulation Data Driven Design Optimization for Reconfigurable Soft Gripper System.,2022,Jun Liu & Jin Huat Low & Qian Qian Han & Marisa Lim & Dingjie Lu & Chen-Hua Yeow & Zhuangjian Liu,journals/ral/LiuLHLLYL22,https://doi.org/10.1109/LRA.2022.3155825,Robotics
1800,GTac-Gripper: A Reconfigurable Under-Actuated Four-Fingered Robotic Gripper With Tactile Sensing.,2022,Zeyu Lu & Haotian Guo & Wensi Zhang & Haoyong Yu,journals/ral/LuGZY22,https://doi.org/10.1109/LRA.2022.3181370,Robotics
1812,Automatically Deployable Robust Control of Modular Reconfigurable Robot Manipulators.,2022,Carlo Nainer & Andrea Giusti,journals/ral/NainerG22,https://doi.org/10.1109/LRA.2022.3155826,Robotics
1815,Optimal Task-Space Tracking With Minimum Manipulator Reconfiguration.,2022,Tong Yang 0006 & Jaime Valls Miró & Yue Wang 0020 & Rong Xiong,journals/ral/YangMWX22,https://doi.org/10.1109/LRA.2022.3153725,Robotics
1818,Rising STAR: A Highly Reconfigurable Sprawl Tuned Robot.,2018,David Zarrouk & Liran Yehezkel,journals/ral/ZarroukY18,https://doi.org/10.1109/LRA.2018.2805165,Robotics
1878,Battery Cell Reconfiguration to Expedite Charge Equalization in Series-Connected Battery Systems.,2018,Weiji Han & Liang Zhang 0025,journals/ral/HanZ18,https://doi.org/10.1109/LRA.2017.2728204,Robotics
1905,ReC-Gripper: A Reconfigurable Combined Suction and Fingered Gripper for Various Logistics Picking and Stowing Tasks.,2024,Seunghwan Um & Heeyeon Jeong & Chun Soo Kim & Issac Rhee & Hyouk Ryeol Choi,journals/ral/UmJKRC24,https://doi.org/10.1109/LRA.2023.3330051,Robotics
1944,RTSRAs: A Series-Parallel-Reconfigurable Tendon-Driven Supernumerary Robotic Arms.,2022,Qinghua Zhang & Changle Li & Hongwei Jing & Hongwu Li & Xianglong Li & Haotian Ju & Yuan Tang & Jie Zhao 0003 & Yanhe Zhu,journals/ral/ZhangLJLLJTZZ22,https://doi.org/10.1109/LRA.2022.3183251,Robotics
1947,S-Sacrr: A Staircase and Slope Accessing Reconfigurable Cleaning Robot and its Validation.,2022,Veerajagadheswar Prabakaran & Yuyao Shi & Prathap S. Kandasamy & Mohan Rajesh Elara & Abdullah Aamir Hayat,journals/ral/PrabakaranSKEH22,https://doi.org/10.1109/LRA.2022.3151572,Robotics
1973,Flexoskeleton Fingers: 3D Printed Reconfigurable Ridges Enabling Multi-Functional and Low-Cost Underactuated Grasping.,2021,Qifan Yu & Mingsong Jiang & Nick Gravish,journals/ral/YuJG21,https://doi.org/10.1109/LRA.2021.3067181,Robotics
1975,Quadrolltor: A Reconfigurable Quadrotor With Controlled Rolling and Turning.,2023,Huaiyuan Jia & Runze Ding & Kaixu Dong & Songnan Bai & Pakpong Chirarattananon,journals/ral/JiaDDBC23,https://doi.org/10.1109/LRA.2023.3279624,Robotics
1978,Linear-Time Reconfiguration of Sliding-Only Cubic Modular Robots Under Severe Space Requirements.,2023,Hiroshi Kawano,journals/ral/Kawano23,https://doi.org/10.1109/LRA.2023.3315208,Robotics
1995,Grasp Planning With a Soft Reconfigurable Gripper Exploiting Embedded and Environmental Constraints.,2021,Enrico Turco & Valerio Bo & Maria Pozzi & Alessandro Rizzo & Domenico Prattichizzo,journals/ral/TurcoBPRP21,https://doi.org/10.1109/LRA.2021.3072855,Robotics
1999,Design of a Reconfigurable Parallel Continuum Robot With Tendon-Actuated Kinematic Chains.,2021,Georg Böttcher & Sven Lilge & Jessica Burgner-Kahrs,journals/ral/BottcherLB21,https://doi.org/10.1109/LRA.2021.3057557,Robotics
2013,Reconfigurable Drone System for Transportation of Parcels With Variable Mass and Size.,2022,Fabrizio Schiano & Przemyslaw Mariusz Kornatowski & Leonardo Cencetti & Dario Floreano,journals/ral/SchianoKCF22,https://doi.org/10.1109/LRA.2022.3208716,Robotics
2016,A Reconfigurable Gripper for Robotic Autonomous Depalletizing in Supermarket Logistics.,2020,Giuseppe Andrea Fontanelli & Gianmarco Paduano & Riccardo Caccavale & Pierluigi Arpenti & Vincenzo Lippiello & Luigi Villani & Bruno Siciliano,journals/ral/FontanelliPCALV20,https://doi.org/10.1109/LRA.2020.3003283,Robotics
2021,Reconfiguration Solution of a Variable Topology Truss: Design and Experiment.,2020,Eugene Park & JangHo Bae & Sumin Park & JongWon Kim 0002 & Mark Yim & TaeWon Seo,journals/ral/ParkBPKYS20,https://doi.org/10.1109/LRA.2020.2970618,Robotics
2033,A Minimally Actuated Reconfigurable Continuous Track Robot.,2020,Tal Kislassi & David Zarrouk,journals/ral/KislassiZ20,https://doi.org/10.1109/LRA.2019.2959237,Robotics
2055,Dynamically Reconfigurable Tactile Sensor for Robotic Manipulation.,2020,Tae Myung Huh & Hojung Choi & Simone Willcox & Stephanie Moon & Mark R. Cutkosky,journals/ral/HuhCWMC20,https://doi.org/10.1109/LRA.2020.2972881,Robotics
2068,ModMan: An Advanced Reconfigurable Manipulator System With Genderless Connector and Automatic Kinematic Modeling Algorithm.,2020,Alchan Yun & Deaho Moon & Junhyoung Ha & Sungchul Kang & Woosub Lee,journals/ral/YunMHKL20,https://doi.org/10.1109/LRA.2020.2994486,Robotics
2072,"WhiskSight: A Reconfigurable, Vision-Based, Optical Whisker Sensing Array for Simultaneous Contact, Airflow, and Inertia Stimulus Detection.",2021,Teresa A. Kent & Suhan Kim & Gabriel Kornilowicz & Wenzhen Yuan & Mitra J. Z. Hartmann & Sarah Bergbreiter,journals/ral/KentKKYHB21,https://doi.org/10.1109/LRA.2021.3062816,Robotics
2074,A Reconfigurable Leg for Walking Robots.,2022,Fang Nan & Hendrik Kolvenbach & Marco Hutter 0001,journals/ral/NanKH22,https://doi.org/10.1109/LRA.2021.3139379,Robotics
2082,A Distributed Reconfiguration Planning Algorithm for Modular Robots.,2019,Chao Liu 0021 & Michael Whitzer & Mark Yim,journals/ral/LiuWY19,https://doi.org/10.1109/LRA.2019.2930432,Robotics
2089,"Ori-Pixel, a Multi-DoFs Origami Pixel for Modular Reconfigurable Surfaces.",2020,Marco Salerno & Jamie Paik & Stefano Mintchev,journals/ral/SalernoPM20,https://doi.org/10.1109/LRA.2020.3028054,Robotics
2093,A Shared Autonomy Reconfigurable Control Framework for Telemanipulation of Multi-Arm Systems.,2022,Idil Ozdamar & Marco Laghi & Giorgio Grioli & Arash Ajoudani & Manuel G. Catalano & Antonio Bicchi,journals/ral/OzdamarLGACB22,https://doi.org/10.1109/LRA.2022.3191200,Robotics
2100,"RSAW, A Highly Reconfigurable Wave Robot: Analysis, Design, and Experiments.",2019,Dan Shachaf & Ori Inbar & David Zarrouk,journals/ral/ShachafIZ19,https://doi.org/10.1109/LRA.2019.2932583,Robotics
2139,Concentric Tube-Inspired Magnetic Reconfiguration of Variable Stiffness Catheters for Needle Guidance.,2023,Michiel Richter & Venkatasubramanian Kalpathy Venkiteswaran & Sarthak Misra,journals/ral/RichterVM23,https://doi.org/10.1109/LRA.2023.3307294,Robotics
2151,Reconfigurable Curved Beams for Selectable Swimming Gaits in an Underwater Robot.,2021,Mohammad Sharifzadeh & Yuhao Jiang & Daniel M. Aukes,journals/ral/SharifzadehJA21,https://doi.org/10.1109/LRA.2021.3063961,Robotics
2153,"Reconfigurable, Multi-Material, Voxel-Based Soft Robots.",2023,Julie Legrand & Seppe Terryn & Ellen Roels & Bram Vanderborght,journals/ral/LegrandTRV23,https://doi.org/10.1109/LRA.2023.3236883,Robotics
2159,Design and Motion Planning for a Reconfigurable Robotic Base.,2022,Johannes Pankert & Giorgio Valsecchi & Davide Baret & Jon Zehnder & Lukasz L. Pietrasik & Marko Bjelonic & Marco Hutter 0001,journals/ral/PankertVBZPBH22,https://doi.org/10.1109/LRA.2022.3189166,Robotics
2161,Enhancement of Force Exertion Capability of a Mobile Manipulator by Kinematic Reconfiguration.,2020,Hongjun Xing & Ali Torabi & Liang Ding 0001 & Haibo Gao & Zongquan Deng & Mahdi Tavakoli,journals/ral/XingTDGDT20,https://doi.org/10.1109/LRA.2020.3010218,Robotics
2182,Reconfigurable Shape Morphing With Origami-Inspired Pneumatic Blocks.,2022,Yunha Park & Joohyeon Kang & Youngjin Na,journals/ral/ParkKN22,https://doi.org/10.1109/LRA.2022.3191417,Robotics
2189,3D Electromagnetic Reconfiguration Enabled by Soft Continuum Robots.,2020,Lucia T. Gan & Laura H. Blumenschein & Zhe Huang 0010 & Allison M. Okamura & Elliot W. Hawkes & Jonathan A. Fan,journals/ral/GanBHOHF20,https://doi.org/10.1109/LRA.2020.2969922,Robotics
2195,Formation Reconfiguration Control With Collision Avoidance of Nonholonomic Mobile Robots.,2023,Seongchang Park & Seung-Mok Lee,journals/ral/ParkL23,https://doi.org/10.1109/LRA.2023.3324593,Robotics
2218,A Tip-Extending Soft Robot Enables Reconfigurable and Deployable Antennas.,2018,Laura H. Blumenschein & Lucia T. Gan & Jonathan A. Fan & Allison M. Okamura & Elliot Wright Hawkes,journals/ral/BlumenscheinGFO18,https://doi.org/10.1109/LRA.2018.2793303,Robotics
2242,Rotenna: Harnessing Seamless Integration of Continuum Robot for Dynamic Electromagnetic Reconfiguration.,2023,Feiyang Deng & Shilong Yao & Kwai-Man Luk,journals/ral/DengYL23,https://doi.org/10.1109/LRA.2023.3331287,Robotics
2249,Continuum Reconfigurable Parallel Robots for Surgery: Shape Sensing and State Estimation With Uncertainty.,2017,Patrick L. Anderson & Arthur W. Mahoney & Robert James Webster III,journals/ral/AndersonMW17,https://doi.org/10.1109/LRA.2017.2678606,Robotics
2276,A Soft Robotic Gripper With an Active Palm and Reconfigurable Fingers for Fully Dexterous In-Hand Manipulation.,2021,Amir Pagoli & Frédéric Chapelle & Juan Antonio Corrales & Youcef Mezouar & Yuri Lapusta,journals/ral/PagoliCCML21,https://doi.org/10.1109/LRA.2021.3098803,Robotics
2278,Reconfiguring Non-Convex Holes in Pivoting Modular Cube Robots.,2021,Daniel Feshbach & Cynthia Sung 0001,journals/ral/FeshbachS21,https://doi.org/10.1109/LRA.2021.3095030,Robotics
2280,Multi-Thread CTAEA-Based Workstation Reconfiguration for Multi-Stage Automobile Engine Flow Shop Considering Performance Deterioration.,2022,Miao Yang & Congbo Li & Wei Wu 0041 & You Zhang & Yongsheng Chang,journals/ral/YangLWZC22,https://doi.org/10.1109/LRA.2022.3184446,Robotics
2285,Single-Fingered Reconfigurable Robotic Gripper With a Folding Mechanism for Narrow Working Spaces.,2022,Toshihiro Nishimura & Tsubasa Muryoe & Yoshitatsu Asama & Hiroki Ikeuchi & Ryo Toshima & Tetsuyou Watanabe,journals/ral/NishimuraMAITW22,https://doi.org/10.1109/LRA.2022.3192653,Robotics
2293,An Origami-Inspired Reconfigurable Suction Gripper for Picking Objects With Variable Shape and Size.,2018,Zhenishbek Zhakypov & Florian Heremans & Aude Billard & Jamie Paik,journals/ral/ZhakypovHBP18,https://doi.org/10.1109/LRA.2018.2847403,Robotics
2304,Boosting source code suggestion with self-supervised Transformer Gated Highway.,2023,Yasir Hussain & Zhiqiu Huang & Yu Zhou 0010 & Senzhang Wang,journals/jss/HussainHZW23,https://doi.org/10.1016/j.jss.2022.111553,Suggested by Review
2305,An exploratory case study on reusing architecture decisions in software-intensive system projects.,2018,Christian Manteuffel & Paris Avgeriou & Roelof Hamberg,journals/jss/ManteuffelAH18,https://doi.org/10.1016/j.jss.2018.05.064,Suggested by Review
2306,Architecture evaluation in continuous development.,2022,S. Magnus Ågren & Eric Knauss & Rogardt Heldal & Patrizio Pelliccione & Anders Alminger & Magnus Antonsson & Thomas Karlkvist & Anders Lindeborg,journals/jss/AgrenKHPAAKL22,https://doi.org/10.1016/j.jss.2021.111111,Suggested by Review
2307,Self-supervised log parsing using semantic contribution difference.,2023,Siyu Yu & Ningjiang Chen & Yifan Wu & Wensheng Dou,journals/jss/YuCWD23,https://doi.org/10.1016/j.jss.2023.111646,Suggested by Review
2308,The vision of on-demand architectural knowledge systems as a decision-making companion.,2023,Maryam Razavian & Barbara Paech & Antony Tang,journals/jss/RazavianPT23,https://doi.org/10.1016/j.jss.2022.111560,Suggested by Review
2309,Semi-automatic architectural pattern identification and documentation using architectural primitives.,2015,Thomas Haitzer & Uwe Zdun,journals/jss/HaitzerZ15,https://doi.org/10.1016/j.jss.2014.12.042,Suggested by Review
2310,Hora: Architecture-aware online failure prediction.,2018,Teerat Pitakrat & Dusan Okanovic & André van Hoorn & Lars Grunske,journals/jss/PitakratOHG18,https://doi.org/10.1016/j.jss.2017.02.041,Suggested by Review
2311,MOO: An architectural framework for runtime optimization of multiple system objectives in embedded control software.,2013,Arjan J. de Roo & Hasan Sözer & Lodewijk Bergmans & Mehmet Aksit,journals/jss/RooSBA13,https://doi.org/10.1016/j.jss.2013.04.002,Suggested by Review
2312,Introduction to the special issue on state of the art in engineering self-adaptive systems.,2012,Danny Weyns & Sam Malek & Jesper Andersson & Bradley R. Schmerl,journals/jss/WeynsMAS12,https://doi.org/10.1016/j.jss.2012.07.045,Suggested by Review
2313,Real-time control architecture based on Xenomai using ROS packages for a service robot.,2019,Raimarius Delgado & Bum-Jae You & Byoung-Wook Choi,journals/jss/DelgadoYC19,https://doi.org/10.1016/j.jss.2019.01.052,Suggested by Review
2314,An empirical study on the co-occurrence between refactoring actions and Self-Admitted Technical Debt removal.,2021,Martina Iammarino & Fiorella Zampetti & Lerina Aversano & Massimiliano Di Penta,journals/jss/IammarinoZAP21,https://doi.org/10.1016/j.jss.2021.110976,Suggested by Review
2315,Best Papers from the 11th Working IEEE/IFIP Conference on Software Architecture (WICSA 2014 7th - 11th April 2014).,2016,John Klein & Antony Tang,journals/jss/KleinT16,https://doi.org/10.1016/j.jss.2015.11.022,Suggested by Review
2316,"A survey on feature drift adaptation: Definition, benchmark, challenges and future directions.",2017,Jean Paul Barddal & Heitor Murilo Gomes & Fabrício Enembreck & Bernhard Pfahringer,journals/jss/BarddalGEP17,https://doi.org/10.1016/j.jss.2016.07.005,Suggested by Review
2317,An effective and economical architecture for semantic-based heterogeneous multimedia big data retrieval.,2015,Kehua Guo & Wei Pan & Mingming Lu & Xiaoke Zhou & Jianhua Ma 0002,journals/jss/GuoPLZM15,https://doi.org/10.1016/j.jss.2014.09.016,Suggested by Review
2318,Software architecture evolution through evolvability analysis.,2012,Hongyu Pei Breivold & Ivica Crnkovic & Magnus Larsson,journals/jss/BreivoldCL12,https://doi.org/10.1016/j.jss.2012.05.085,Suggested by Review
2319,Introduction to the special issue on architecting autonomous and smart systems.,2019,Patrizio Pelliccione & Jan Bosch & Marija Mikic,journals/jss/PelliccioneBM19,https://doi.org/10.1016/j.jss.2019.01.024,Suggested by Review
2320,A systematic mapping study on text analysis techniques in software architecture.,2018,Tingting Bi & Peng Liang 0001 & Antony Tang & Chen Yang 0007,journals/jss/BiLTY18,https://doi.org/10.1016/j.jss.2018.07.055,Suggested by Review
2321,Novel approaches in the design and implementation of system/software architectures.,2012,Lawrence Chung & Manuel Noguera & Nary Subramanian & José Luis Garrido,journals/jss/ChungNSG12,https://doi.org/10.1016/j.jss.2011.11.1033,Suggested by Review
2322,An overview of Dynamic Software Product Line architectures and techniques: Observations from research and industry.,2014,Rafael Capilla & Jan Bosch & Pablo Trinidad & Antonio Ruiz Cortés & Mike Hinchey,journals/jss/CapillaBTCH14,https://doi.org/10.1016/j.jss.2013.12.038,Suggested by Review
2323,10 years of software architecture knowledge management: Practice and future.,2016,Rafael Capilla & Anton Jansen & Antony Tang & Paris Avgeriou & Muhammad Ali Babar 0001,journals/jss/CapillaJTAB16,https://doi.org/10.1016/j.jss.2015.08.054,Suggested by Review
2324,Formal analysis and verification of the PSTM architecture using CSP.,2020,Ailun Liu & Huibiao Zhu & Miroslav Popovic & Shuangqing Xiang & Lei Zhang,journals/jss/LiuZPXZ20,https://doi.org/10.1016/j.jss.2020.110559,Suggested by Review
2325,"Optimization of adaptation plans for a service-oriented architecture with cost, reliability, availability and performance tradeoff.",2013,Pasqualina Potena,journals/jss/Potena13,https://doi.org/10.1016/j.jss.2012.10.929,Suggested by Review
2326,Software architecture review by association.,2014,Antony Tang & Man Fai Lau,journals/jss/TangL14,https://doi.org/10.1016/j.jss.2013.09.044,Suggested by Review
2327,Investigating security threats in architectural context: Experimental evaluations of misuse case maps.,2015,Péter Kárpáti & Andreas L. Opdahl & Guttorm Sindre,journals/jss/KarpatiOS15,https://doi.org/10.1016/j.jss.2015.02.040,Suggested by Review
2328,Legacy systems to cloud migration: A review from the architectural perspective.,2023,Muhammad Hafiz Hasan & Mohd Hafeez Osman & Novia Indriaty Admodisastro & Muhamad Sufri Muhammad,journals/jss/HasanOAM23,https://doi.org/10.1016/j.jss.2023.111702,Suggested by Review
2329,Input-based adaptive randomized test case prioritization: A local beam search approach.,2015,Bo Jiang 0001 & Wing Kwong Chan,journals/jss/JiangC15,https://doi.org/10.1016/j.jss.2015.03.066,Suggested by Review
2330,How enterprise architecture improves the quality of IT investment decisions.,2019,Martin van den Berg & Raymond Slot & Marlies van Steenbergen & Peter Faasse & Hans van Vliet,journals/jss/BergSSFV19,https://doi.org/10.1016/j.jss.2019.02.053,Suggested by Review
2331,An empirical study of software architecture resilience evaluation methods.,2023,Jiaxin Pan 0004 & Zixuan Liu & Donglin Li & Lulu Wang 0001 & Bixin Li,journals/jss/PanLLWL23,https://doi.org/10.1016/j.jss.2023.111726,Suggested by Review
2332,A novel dynamic resource adjustment architecture for virtual tenant networks in SDN.,2018,Yi-Wei Ma & Jiann-Liang Chen & Chen-Chia Chang & Akihiro Nakao & Shu Yamamoto,journals/jss/MaCCNY18,https://doi.org/10.1016/j.jss.2018.04.033,Suggested by Review
2333,Towards supporting the software architecture life cycle.,2012,Rainer Weinreich & Georg Buchgeher,journals/jss/WeinreichB12,https://doi.org/10.1016/j.jss.2011.05.036,Suggested by Review
2334,Dynamic adaptation of service compositions with variability models.,2014,Germán H. Alférez & Vicente Pelechano & Raúl Mazo & Camille Salinesi & Daniel Diaz 0001,journals/jss/AlferezPMSD14,https://doi.org/10.1016/j.jss.2013.06.034,Suggested by Review
2335,Adaptive application offloading using distributed abstract class graphs in mobile environments.,2012,Ermyas Abebe & Caspar Ryan,journals/jss/AbebeR12,https://doi.org/10.1016/j.jss.2012.05.091,Suggested by Review
2336,An efficient spark-based adaptive windowing for entity matching.,2017,Demetrio Gomes Mestre & Carlos Eduardo Santos Pires & Dimas C. Nascimento & Andreza Raquel Monteiro de Queiroz & Veruska Borges Santos & Tiago Brasileiro Araújo,journals/jss/MestrePNQSA17,https://doi.org/10.1016/j.jss.2017.03.003,Suggested by Review
2337,SelfMotion: A declarative approach for adaptive service-oriented mobile applications.,2014,Gianpaolo Cugola & Carlo Ghezzi & Leandro Sales Pinto & Giordano Tamburrelli,journals/jss/CugolaGPT14,https://doi.org/10.1016/j.jss.2013.10.057,Suggested by Review
2338,AFChecker: Effective model checking for context-aware adaptive applications.,2013,Yepang Liu 0001 & Chang Xu 0001 & S. C. Cheung 0001,journals/jss/LiuXC13,https://doi.org/10.1016/j.jss.2012.11.055,Suggested by Review
2339,Monitoring self-adaptive applications within edge computing frameworks: A state-of-the-art review.,2018,Salman Taherizadeh & Andrew Jones 0003 & Ian J. Taylor & Zhiming Zhao & Vlado Stankovski,journals/jss/TaherizadehJTZS18,https://doi.org/10.1016/j.jss.2017.10.033,Suggested by Review
2340,SWFC-ART: A cost-effective approach for Fixed-Size-Candidate-Set Adaptive Random Testing through small world graphs.,2021,Muhammad Ashfaq & Rubing Huang & Dave Towey & Michael Omari & Dmitry A. Yashunin & Patrick Kwaku Kudjo & Tao Zhang 0001,journals/jss/AshfaqHTOYKZ21,https://doi.org/10.1016/j.jss.2021.111008,Suggested by Review
2341,A functional safety assessment method for cooperative automotive architecture.,2021,Sangeeth Kochanthara & Niels Rood & Arash Khabbaz Saberi & Loek Cleophas & Yanja Dajsuren & Mark van den Brand,journals/jss/KochantharaRSCD21,https://doi.org/10.1016/j.jss.2021.110991,Suggested by Review
2342,"Architecting complex, long-lived scientific software.",2023,Neil A. Ernst & John Klein & Marco Bartolini & Jeremy Coles & Nick Rees,journals/jss/ErnstKBCR23,https://doi.org/10.1016/j.jss.2023.111732,Suggested by Review
2343,Quantitative verification with adaptive uncertainty reduction.,2022,Naif Alasmari & Radu Calinescu & Colin Paterson & Raffaela Mirandola,journals/jss/AlasmariCPM22,https://doi.org/10.1016/j.jss.2022.111275,Suggested by Review
2344,A covert communication method via spreadsheets by secret sharing with a self-authentication capability.,2013,Che-Wei Lee & Wen-Hsiang Tsai,journals/jss/LeeT13,https://doi.org/10.1016/j.jss.2012.08.048,Suggested by Review
2345,CHAIN: Developing model-driven contextual help for adaptive user interfaces.,2018,Pierre A. Akiki,journals/jss/Akiki18,https://doi.org/10.1016/j.jss.2017.10.017,Suggested by Review
2346,A proposal of architecture for integration and uniform use of hybrid SQL/NoSQL database components.,2020,Srdja Bjeladinovic & Zoran Marjanovic & Sladjan Babarogic,journals/jss/BjeladinovicMB20,https://doi.org/10.1016/j.jss.2020.110633,Suggested by Review
2347,Self-adaptation in software-intensive cyber-physical systems: From system goals to architecture configurations.,2016,Ilias Gerostathopoulos & Tomás Bures & Petr Hnetynka & Jaroslav Keznikl & Michal Kit & Frantisek Plásil & Noël Plouzeau,journals/jss/Gerostathopoulos16,https://doi.org/10.1016/j.jss.2016.02.028,Suggested by Review
2348,Software engineering research on the Robot Operating System: A systematic mapping study.,2023,Michel Albonico & Milica Dordevic & Engel Hamer & Ivano Malavolta,journals/jss/AlbonicoDHM23,https://doi.org/10.1016/j.jss.2022.111574,Suggested by Review
2349,Adaptive robustness evaluation for complex system prognostics and health management software platform.,2023,He Liu & Cheng Wei & Bo Sun & Yinxue Zeng,journals/jss/LiuWSZ23,https://doi.org/10.1016/j.jss.2023.111768,Suggested by Review
2350,Architecture enforcement concerns and activities - An expert study.,2018,Sandra Schröder & Mohamed Soliman & Matthias Riebisch,journals/jss/SchroderSR18,https://doi.org/10.1016/j.jss.2018.08.025,Suggested by Review
2351,Adapting collections and arrays: Another step towards the automated adaptation of object ensembles.,2017,Dominic Seiffert & Oliver Hummel,journals/jss/SeiffertH17,https://doi.org/10.1016/j.jss.2016.10.002,Suggested by Review
2352,A speech-enabled virtual assistant for efficient human-robot interaction in industrial environments.,2023,Chen Li 0009 & Dimitrios Chrysostomou & Hongji Yang,journals/jss/LiCY23,https://doi.org/10.1016/j.jss.2023.111818,Suggested by Review
2353,Three decades of software reference architectures: A systematic mapping study.,2021,Lina Garcés & Silverio Martínez-Fernández & Lucas Oliveira & Pedro Henrique Dias Valle & Claudia P. Ayala & Xavier Franch & Elisa Yumi Nakagawa,journals/jss/GarcesMOVAFN21,https://doi.org/10.1016/j.jss.2021.111004,Suggested by Review
2354,Software architecture design in global software development: An empirical study.,2019,Outi Sievi-Korte & Ita Richardson & Sarah Beecham,journals/jss/Sievi-KorteRB19,https://doi.org/10.1016/j.jss.2019.110400,Suggested by Review
2355,"Continuously analyzing finite, message-driven, time-synchronous component & connector systems during architecture evolution.",2019,Arvid Butting & Oliver Kautz & Bernhard Rumpe & Andreas Wortmann 0001,journals/jss/ButtingKRW19,https://doi.org/10.1016/j.jss.2018.12.016,Suggested by Review
2356,A model view controller based Self-Adjusting Clustering Framework.,2014,Veerabhadra Rao Chandakanna & Valli Kumari Vatsavayi,journals/jss/ChandakannaV14,https://doi.org/10.1016/j.jss.2013.11.1112,Suggested by Review
2357,Cost-effective regression testing through Adaptive Test Prioritization strategies.,2016,Amanda Schwartz & Hyunsook Do,journals/jss/SchwartzD16,https://doi.org/10.1016/j.jss.2016.01.018,Suggested by Review
2358,ScapeGoat: Spotting abnormal resource usage in component-based reconfigurable software systems.,2016,Inti Y. Gonzalez-Herrera & Johann Bourcier & Erwan Daubert & Walter Rudametkin & Olivier Barais & François Fouquet & Jean-Marc Jézéquel & Benoit Baudry,journals/jss/Gonzalez-Herrera16,https://doi.org/10.1016/j.jss.2016.02.027,Suggested by Review
2359,An automated approach for noise identification to assist software architecture recovery techniques.,2015,Eleni Constantinou & George Kakarontzas & Ioannis Stamelos,journals/jss/ConstantinouKS15,https://doi.org/10.1016/j.jss.2015.05.065,Suggested by Review
2360,Multi-level agile project management challenges: A self-organizing team perspective.,2016,Rashina Hoda & Latha Karthigaa Murugesan,journals/jss/HodaM16,https://doi.org/10.1016/j.jss.2016.02.049,Suggested by Review
2361,Self-adaptive architecture evolution with model checking: A software cybernetics approach.,2017,Luxi Chen & Linpeng Huang & Chen Li 0009 & Xiwen Wu,journals/jss/ChenHLW17,https://doi.org/10.1016/j.jss.2016.03.010,Suggested by Review
2362,Empirical research for software architecture decision making: An analysis.,2019,Maryam Razavian & Barbara Paech & Antony Tang,journals/jss/RazavianPT19,https://doi.org/10.1016/j.jss.2018.12.003,Suggested by Review
2363,Adapting Behavior Driven Development (BDD) for large-scale software systems.,2021,Mohsin Irshad & Ricardo Britto 0001 & Kai Petersen,journals/jss/IrshadBP21,https://doi.org/10.1016/j.jss.2021.110944,Suggested by Review
